path,group,kind,implementation_status,evidence,runtime_certification
lib/app_versions/v1/features/dashboard/presentation/pages/menu_page.dart,03_dashboard_menu,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/utils/dashboard_helpers.dart,03_dashboard_menu,utility,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/common/section_header.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/companion/dashboard_companion_widgets.dart,03_dashboard_menu,widget,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/dashboard_content.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/goals/goal_chip.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/goals/goal_chips_grid.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/goals/goal_data.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/goals/goal_progress_row.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/goals/goal_progress_section.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/health_status/health_metrics_overview_section.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/hero/header_stat_pill.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/insights/ai_insight_section.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/insights/insight_card.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/insights/insight_data.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/lifestyle/conditions_card.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/lifestyle/lifestyle_metric_card.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/overview/dashboard_overview_widgets.dart,03_dashboard_menu,widget,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/score/score_metric_row.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/score/score_ring_painter.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/sections/dashboard_sections.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/states/dashboard_error.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/states/dashboard_loading.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/states/dashboard_state_widgets.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/states/skeleton_box.dart,03_dashboard_menu,widget,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/stats/stat_card.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/stats/stat_item.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/timeline/daily_timeline.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/timeline/timeline_event.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/dashboard/presentation/widgets/timeline/timeline_row.dart,03_dashboard_menu,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/features_hub/presentation/pages/features_hub_page.dart,03_dashboard_menu,page,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/features_hub/presentation/widgets/nami_care_page.dart,03_dashboard_menu,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/gentle_care_mode/presentation/pages/gentle_care_mode_page.dart,08_features_care,page,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/lifestyle_schedule/presentation/controllers/lifestyle_schedule_controller.dart,06_schedule_proof,controller,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/lifestyle_schedule/presentation/controllers/lifestyle_schedule_state.dart,06_schedule_proof,controller,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/app_versions/v1/features/lifestyle_schedule/presentation/pages/lifestyle_schedule_page.dart,06_schedule_proof,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/lifestyle_schedule/presentation/pages/schedule_proof_gallery_page.dart,06_schedule_proof,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/meal_plan/presentation/controllers/meal_plan_controller.dart,05_meal_nutrition,controller,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/app_versions/v1/features/meal_plan/presentation/pages/meal_plan_page.dart,05_meal_nutrition,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/nabi/presentation/nabi_page_mixin.dart,12_nabi_global,presentation_support,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/app_versions/v1/features/nabi/presentation/nabi_route_observer.dart,12_nabi_global,presentation_support,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/app_versions/v1/features/nabi/presentation/widgets/nabi_character_widget.dart,12_nabi_global,widget,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/nabi/presentation/widgets/nabi_floating_overlay.dart,12_nabi_global,widget,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/nutrition/presentation/controllers/nutrition_profile_controller.dart,05_meal_nutrition,controller,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/app_versions/v1/features/nutrition/presentation/pages/nutrition_page.dart,05_meal_nutrition,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/nutrition/presentation/pages/nutrition_profile_editor_page.dart,05_meal_nutrition,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/constants/onboarding_options.dart,02_splash_onboarding,presentation_support,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/controllers/onboarding_controller.dart,02_splash_onboarding,controller,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/pages/onboarding_entry_page.dart,02_splash_onboarding,page,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/pages/onboarding_page.dart,02_splash_onboarding,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/pages/onboarding_text_scale_page.dart,02_splash_onboarding,page,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/widgets/basic_info_step.dart,02_splash_onboarding,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/widgets/conditions_step.dart,02_splash_onboarding,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/widgets/consent_step.dart,02_splash_onboarding,widget,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/widgets/daily_routine_step.dart,02_splash_onboarding,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/widgets/extras_step.dart,02_splash_onboarding,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/widgets/goals_step.dart,02_splash_onboarding,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/widgets/health_chip.dart,02_splash_onboarding,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/widgets/lifestyle_step.dart,02_splash_onboarding,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/widgets/nabi_onboarding_experience.dart,02_splash_onboarding,widget,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/widgets/onboarding_chip.dart,02_splash_onboarding,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/widgets/onboarding_compact_ui.dart,02_splash_onboarding,widget,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/widgets/onboarding_step_shell.dart,02_splash_onboarding,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/widgets/onboarding_text_field.dart,02_splash_onboarding,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/widgets/result_step.dart,02_splash_onboarding,widget,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/widgets/review_step.dart,02_splash_onboarding,widget,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/onboarding/presentation/widgets/welcome_step.dart,02_splash_onboarding,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/other/presentation/pages/other_page.dart,08_features_care,page,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/other/presentation/widgets/health_insights_widgets.dart,08_features_care,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/personal_goals/presentation/pages/personal_goals_page.dart,07_health_tracking,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/profile/presentation/pages/profile_page.dart,09_auth_profile_settings,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/profile/presentation/profile_screen.dart,09_auth_profile_settings,page,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/quick_care/presentation/pages/quick_care_page.dart,08_features_care,page,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/settings/presentation/pages/dev_database_viewer_page.dart,09_auth_profile_settings,page,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/settings/presentation/pages/settings_page.dart,09_auth_profile_settings,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/settings/presentation/widgets/font_scale_selector.dart,09_auth_profile_settings,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/settings/presentation/widgets/guest_account_access_card.dart,09_auth_profile_settings,widget,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/sleep_tracking/presentation/pages/sleep_tracking_page.dart,07_health_tracking,page,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/splash/presentation/pages/splash_page.dart,02_splash_onboarding,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/stress_tracking/presentation/pages/stress_tracking_page.dart,07_health_tracking,page,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/features/water_tracking/presentation/pages/water_tracking_page.dart,07_health_tracking,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v1/features/weekly_summary/presentation/pages/weekly_summary_page.dart,07_health_tracking,page,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/router/router.dart,01_foundation_shell,router,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/router/transitions.dart,01_foundation_shell,router,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/router/v1_navigation_service.dart,01_foundation_shell,router,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/router/v1_route_guards.dart,01_foundation_shell,router,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/router/v1_route_paths.dart,01_foundation_shell,router,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/router/v1_router.dart,01_foundation_shell,router,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v1/shared/widgets/ai_chat_fab.dart,04_ai_chat_voice,widget,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v2/app/bio_ai_v2_app.dart,01_foundation_shell,app_shell,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v2/features/auth/presentation/controllers/auth_controller.dart,09_auth_profile_settings,controller,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/app_versions/v2/features/auth/presentation/pages/auth_gate_page.dart,09_auth_profile_settings,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v2/features/auth/presentation/pages/auth_pages.dart,09_auth_profile_settings,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v2/features/cloud_sync/presentation/controllers/user_data_sync_controller.dart,10_v2_v3_membership,controller,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/app_versions/v2/features/health_modules/presentation/pages/health_module_access_page.dart,10_v2_v3_membership,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v2/features/health_scoring/presentation/pages/health_score_habits_page.dart,07_health_tracking,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v2/features/home/presentation/pages/v2_home_page.dart,10_v2_v3_membership,page,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v2/features/payments/presentation/pages/membership_payment_page.dart,10_v2_v3_membership,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v2/features/wellness_rewards/presentation/pages/wellness_rewards_page.dart,10_v2_v3_membership,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v2/router/v2_route_paths.dart,01_foundation_shell,router,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v2/router/v2_router.dart,01_foundation_shell,router,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v3/app/bio_ai_v3_app.dart,01_foundation_shell,app_shell,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v3/features/advanced_tracking/presentation/pages/advanced_tracking_page.dart,07_health_tracking,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v3/features/familyplus/presentation/pages/familyplus_page.dart,10_v2_v3_membership,page,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/app_versions/v3/features/home/presentation/pages/v3_home_page.dart,10_v2_v3_membership,page,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v3/router/v3_route_paths.dart,01_foundation_shell,router,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/app_versions/v3/router/v3_router.dart,01_foundation_shell,router,foundation_inherited,Receives global theme/page transition/motion policy; no direct file rewrite in this pass.,pending_flutter_device_validation
lib/core/theme/app_animations.dart,01_foundation_shell,theme,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/core/theme/app_colors.dart,01_foundation_shell,theme,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/core/theme/app_decoration.dart,01_foundation_shell,theme,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/core/theme/app_duration.dart,01_foundation_shell,theme,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/core/theme/app_experience.dart,01_foundation_shell,theme,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/core/theme/app_gradients.dart,01_foundation_shell,theme,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/core/theme/app_icons.dart,01_foundation_shell,theme,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/core/theme/app_motion.dart,01_foundation_shell,theme,direct_migrated,Source file changed in Kinetic Aura coding pass.,pending_flutter_device_validation
lib/core/theme/app_radius.dart,01_foundation_shell,theme,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/core/theme/app_shadows.dart,01_foundation_shell,theme,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/core/theme/app_spacing.dart,01_foundation_shell,theme,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/core/theme/app_text_scale.dart,01_foundation_shell,theme,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/core/theme/app_text_styles.dart,01_foundation_shell,theme,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/core/theme/app_theme.dart,01_foundation_shell,theme,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
lib/core/theme/app_typography.dart,01_foundation_shell,theme,preserved_support,Logic/support contract intentionally preserved; visual behavior is owned by caller/shared primitives.,pending_flutter_device_validation
